unit_name1	unit_name2	unit_ind3	unit_name3	taxon_author	rank_name	usage	parent_name	unacceptability_reason	accepted_name	page_number
Acoela				Uljanin, 1870	Order	valid
Conaperta	variomorpha			Dörjes, 1968	Species	invalid	Isodiametra variomorpha (Dörjes, 1968)		Isodiametra variomorpha
Convoluta	variomorpha			Dörjes, 1968	Species	invalid	Isodiametra variomorpha (Dörjes, 1968)		Isodiametra variomorpha
Isodiametra	vexillaria			(Marcus, 1948)	Species	valid	Isodiametra Hooge & Tyler, 2005
Conaperta	vexillaria			(Marcus, 1948)	Species	invalid	Isodiametra vexillaria (Marcus, 1948)		Isodiametra vexillaria
Convoluta	vexillaria			Marcus, 1948	Species	invalid	Isodiametra vexillaria (Marcus, 1948)		Isodiametra vexillaria
Isodiametra	westbladi			(Marcus, 1949)	Species	valid	Isodiametra Hooge & Tyler, 2005
Conaperta	westbladi			(Marcus, 1949)	Species	invalid	Isodiametra westbladi (Marcus, 1949)		Isodiametra westbladi
Convoluta	westbladi			Marcus, 1949	Species	invalid	Isodiametra westbladi (Marcus, 1949)		Isodiametra westbladi
Otocelis				Diesing, 1862	Genus	valid	Isodiametridae Hooge & Tyler, 2005
Monoporus				Graff, 1891	Genus	invalid	Otocelis Diesing, 1862	junior synonym	Otocelis
Parotocelis				Ehlers & Dörjes, 1979	Genus	invalid	Posticopora Kozloff, 2000	preoccupied	Posticopora
Otocelis	erinae			Hooge & Rocha, 2006	Species	valid	Otocelis Diesing, 1862
Otocelis	luteola			(Kozloff, 1965)	Species	valid	Otocelis Diesing, 1862
Parotocelis	luteola			Kozloff, 1965	Species	invalid	Otocelis luteola (Kozloff, 1965)		Otocelis luteola
Otocelis	phycophilus			Ehlers & Dörjes, 1979	Species	valid	Otocelis Diesing, 1862
Otocelis	rubropunctata			(Schmidt, 1852)	Species	valid	Otocelis Diesing, 1862
Aphanostoma	rubropunctata			Pereyaslawzewa, 1892	Species	invalid	Otocelis rubropunctata (Schmidt, 1852)	homonym & junior synonym	Otocelis rubropunctata
Monoporus	rubropunctata			(O. Schmidt, 1852)	Species	invalid	Otocelis rubropunctata (Schmidt, 1852)		Otocelis rubropunctata
Proporus	rubropunctata			Schmidt, 1852	Species	invalid	Otocelis rubropunctata (Schmidt, 1852)		Otocelis rubropunctata
Otocelis	sachalinensis			Ivanov, 1952	Species	valid	Otocelis Diesing, 1862
Otocelis	sandara			Hooge & Tyler, 2003	Species	valid	Otocelis Diesing, 1862
Otocelis	sp.			Nishimura, 1968	Species	valid	Otocelis Diesing, 1862
Otocelis	westbladi			Ax, 1959	Species	valid	Otocelis Diesing, 1862
Postaphanostoma				Dörjes, 1968	Genus	valid	Isodiametridae Hooge & Tyler, 2005
Postaphanostoma	atriomagnum			Dörjes, 1968	Species	valid	Postaphanostoma Dörjes, 1968
Postaphanostoma	filum			Dörjes, 1968	Species	valid	Postaphanostoma Dörjes, 1968
Postaphanostoma	glandulosum			Dörjes, 1968	Species	valid	Postaphanostoma Dörjes, 1968
Praeaphanostoma				Dörjes, 1968	Genus	valid	Isodiametridae Hooge & Tyler, 2005
Praeaphanostoma	brevifrons			Dörjes, 1968	Species	valid	Praeaphanostoma Dörjes, 1968
Praeaphanostoma	chaetocaudatum			Dörjes, 1968	Species	valid	Praeaphanostoma Dörjes, 1968
Praeaphanostoma	foramivora			Hooge & Tyler, 2008	Species	valid	Praeaphanostoma Dörjes, 1968
Praeaphanostoma	gusana			Hooge & Eppinger, 2005	Species	valid	Praeaphanostoma Dörjes, 1968
Praeaphanostoma	longum			Dörjes, 1968	Species	valid	Praeaphanostoma Dörjes, 1968
Praeaphanostoma	musculosum			Ehlers & Dörjes, 1979	Species	valid	Praeaphanostoma Dörjes, 1968
Praeaphanostoma	parvum			Rieger & Ott, 1971	Species	valid	Praeaphanostoma Dörjes, 1968
Praeaphanostoma	rubrum			Dörjes, 1968	Species	valid	Praeaphanostoma Dörjes, 1968
Praeaphanostoma	sizilianum			(Riedl, 1954)	Species	valid	Praeaphanostoma Dörjes, 1968
Mecynostomum	sizilianum			Riedl, 1954	Species	invalid	Praeaphanostoma sizilianum (Riedl, 1954)		Praeaphanostoma sizilianum
Praeaphanostoma	thalasophilum			Ehlers & Dörjes, 1979	Species	valid	Praeaphanostoma Dörjes, 1968
Praeaphanostoma	vitreum			Ehlers & Dörjes, 1979	Species	valid	Praeaphanostoma Dörjes, 1968
Praeaphanostoma	wadsworthi			Hooge & Tyler, 2003	Species	valid	Praeaphanostoma Dörjes, 1968
Praeconvoluta				Dörjes, 1968	Genus	valid	Isodiametridae Hooge & Tyler, 2005
Praeconvoluta	bocasensis			Hooge & Tyler, 2008	Species	valid	Praeconvoluta Dörjes, 1968
Praeconvoluta	castinea			Hooge & Tyler, 2003	Species	valid	Praeconvoluta Dörjes, 1968
Praeconvoluta	karinae			Dörjes, 1968	Species	valid	Praeconvoluta Dörjes, 1968
Praeconvoluta	minor			Faubel, 1974	Species	valid	Praeconvoluta Dörjes, 1968
Praeconvoluta	schmidti			Faubel, 1977	Species	valid	Praeconvoluta Dörjes, 1968
Praeconvoluta	stephania			Faubel & Regier, 1983	Species	valid	Praeconvoluta Dörjes, 1968
Praeconvoluta	tigrina			Hooge & Tyler, 2003	Species	valid	Praeconvoluta Dörjes, 1968
Praeconvoluta	tigrinus			Hooge, 2001	Species	invalid	Praeconvoluta tigrina Hooge & Tyler, 2003	nomen nudum	Praeconvoluta tigrina
Praeconvoluta	tornuva			Tyler & Hooge, 1999	Species	valid	Praeconvoluta Dörjes, 1968
Proaphanostoma				(Dörjes, 1972)	Genus	valid	Isodiametridae Hooge & Tyler, 2005
Proaphanostoma	tenuissima			(Westblad, 1946)	Species	valid	Proaphanostoma (Dörjes, 1972)
Aphanostoma	tenuissima			Westblad, 1946	Species	invalid	Proaphanostoma tenuissima (Westblad, 1946)		Proaphanostoma tenuissima
Avagina	tenuissima			(Westblad, 1946)	Species	invalid	Proaphanostoma tenuissima (Westblad, 1946)		Proaphanostoma tenuissima
Proconvoluta				Dörjes, 1968	Genus	valid	Isodiametridae Hooge & Tyler, 2005
Proconvoluta	primitiva			Dörjes, 1968	Species	valid	Proconvoluta Dörjes, 1968
Pseudaphanostoma				Westblad, 1946	Genus	valid	Isodiametridae Hooge & Tyler, 2005
Proantropora				Westblad, 1946	Genus	invalid	Pseudaphanostoma Westblad, 1946	unnecessary replacement	Pseudaphanostoma
Pseudaphanostoma	brevicaudatum			Dörjes, 1968	Species	valid	Pseudaphanostoma Westblad, 1946
Pseudaphanostoma	divae			Marcus, 1952	Species	valid	Pseudaphanostoma Westblad, 1946
Pseudaphanostoma	herringi			Hooge & Rocha, 2006	Species	valid	Pseudaphanostoma Westblad, 1946
Pseudaphanostoma	murmanicus			(Mamkaev, 1967)	Species	valid	Pseudaphanostoma Westblad, 1946
Proantropora	murmanicus			Mamkaev, 1967	Species	invalid	Pseudaphanostoma murmanicus (Mamkaev, 1967)		Pseudaphanostoma murmanicus
Pseudaphanostoma	pelophilum			Dörjes, 1968	Species	valid	Pseudaphanostoma Westblad, 1946
Pseudaphanostoma	psammophilum			Dörjes, 1968	Species	valid	Pseudaphanostoma Westblad, 1946
Pseudaphanostoma	smithrii			Hooge & Tyler, 2003	Species	valid	Pseudaphanostoma Westblad, 1946
Pseudaphanostoma	sp.			Yamasu & Okazaki, 1987	Species	valid	Pseudaphanostoma Westblad, 1946
Pseudaphanostoma	variabilis			Westblad, 1946	Species	valid	Pseudaphanostoma Westblad, 1946
Pseudoposthia				Westblad, 1946	Genus	valid	Isodiametridae Hooge & Tyler, 2005
Pseudoposthia	macrogonopora			Westblad, 1946	Species	valid	Pseudoposthia Westblad, 1946
Raphidophallus				Kozloff, 1965	Genus	valid	Isodiametridae Hooge & Tyler, 2005
Raphidophallus	actuosus			Kozloff, 1965	Species	valid	Raphidophallus Kozloff, 1965
Conaperta	actuosa			(Kozloff, 1965)	Species	invalid	Raphidophallus actuosus Kozloff, 1965		Raphidophallus actuosus
Convoluta	actuosa			(Kozloff, 1965)	Species	invalid	Raphidophallus actuosus Kozloff, 1965		Raphidophallus actuosus
Rimicola				Bohmig, 1908	Genus	valid	Isodiametridae Hooge & Tyler, 2005
Rimicola	glacialis			Bohmig, 1908	Species	valid	Rimicola Bohmig, 1908
Mecynostomidae				Dörjes, 1968	Family	valid	Acoela Uljanin, 1870
Eumecynostomum				Faubel & Regier, 1983	Genus	valid	Mecynostomidae Dörjes, 1968
Eumecynostomum	altitudi			Faubel & Regier, 1983	Species	valid	Eumecynostomum Faubel & Regier, 1983
Eumecynostomum	asterium			Hooge & Tyler, 2003	Species	valid	Eumecynostomum Faubel & Regier, 1983
Eumecynostomum	bathycolum			(Westblad, 1948)	Species	valid	Eumecynostomum Faubel & Regier, 1983
Mecynostomum	bathycola			Westblad, 1948	Species	invalid	Eumecynostomum bathycolum (Westblad, 1948)		Eumecynostomum bathycolum
Pseudmecynostomum	bathycolum			(Westblad, 1948)	Species	invalid	Eumecynostomum bathycolum (Westblad, 1948)		Eumecynostomum bathycolum
Eumecynostomum	boreale			(Faubel, 1977)	Species	valid	Eumecynostomum Faubel & Regier, 1983
Pseudmecynostomum	boreale			Faubel, 1977	Species	invalid	Eumecynostomum boreale (Faubel, 1977)		Eumecynostomum boreale
Eumecynostomum	evelinae			(Marcus, 1948)	Species	valid	Eumecynostomum Faubel & Regier, 1983
Mecynostomum	evelinae			Marcus, 1948	Species	invalid	Eumecynostomum evelinae (Marcus, 1948)		Eumecynostomum evelinae
Pseudmecynostomum	evelinae			(Marcus, 1948)	Species	invalid	Eumecynostomum evelinae (Marcus, 1948)		Eumecynostomum evelinae
Eumecynostomum	flavescens			(Dörjes, 1968)	Species	valid	Eumecynostomum Faubel & Regier, 1983
Pseudmecynostomum	flavescens			(Dörjes, 1968)	Species	invalid	Eumecynostomum flavescens (Dörjes, 1968)		Eumecynostomum flavescens
auritum	flavescens			(Westblad, 1946)	Species	invalid	Eumecynostomum flavescens (Dörjes, 1968)		Eumecynostomum flavescens
Eumecynostomum	fragilis			(Dörjes, 1968)	Species	valid	Eumecynostomum Faubel & Regier, 1983
Pseudmecynostomum	fragilis			Dörjes, 1968	Species	invalid	Eumecynostomum fragilis (Dörjes, 1968)		Eumecynostomum fragilis
Eumecynostomum	juistensis			(Dörjes, 1968)	Species	valid	Eumecynostomum Faubel & Regier, 1983
Pseudmecynostomum	juistensis			Dörjes, 1968	Species	invalid	Eumecynostomum juistensis (Dörjes, 1968)		Eumecynostomum juistensis
Eumecynostomum	luridum			Kozloff, 2000	Species	valid	Eumecynostomum Faubel & Regier, 1983
Eumecynostomum	macrobursalium			(Westblad, 1946)	Species	valid	Eumecynostomum Faubel & Regier, 1983
Aphanostoma	macrobursalium			Westblad, 1946	Species	invalid	Eumecynostomum macrobursalium (Westblad, 1946)		Eumecynostomum macrobursalium
Mecynostomum	macrobursalium			(Westblad, 1946)	Species	invalid	Eumecynostomum macrobursalium (Westblad, 1946)		Eumecynostomum macrobursalium
Pseudmecynostomum	macrobursalium			(Westblad, 1946)	Species	invalid	Eumecynostomum macrobursalium (Westblad, 1946)		Eumecynostomum macrobursalium
Eumecynostomum	maritimum			(Dörjes, 1968)	Species	valid	Eumecynostomum Faubel & Regier, 1983
Pseudmecynostomum	maritimum			Dörjes, 1968	Species	invalid	Eumecynostomum maritimum (Dörjes, 1968)		Eumecynostomum maritimum
Eumecynostomum	pallidum			(Beklemischev, 1915)	Species	valid	Eumecynostomum Faubel & Regier, 1983
Aphanostoma	pallidum			Beklemischev, 1915	Species	invalid	Eumecynostomum pallidum (Beklemischev, 1915)		Eumecynostomum pallidum
Mecynostomum	pallidum			(Beklemischev, 1915)	Species	invalid	Eumecynostomum pallidum (Beklemischev, 1915)		Eumecynostomum pallidum
Pseudmecynostomum	pallidum			(Beklemischev, 1915)	Species	invalid	Eumecynostomum pallidum (Beklemischev, 1915)		Eumecynostomum pallidum
Eumecynostomum	papillosum			(Faubel, 1974)	Species	valid	Eumecynostomum Faubel & Regier, 1983
Pseudmecynostomum	papillosum			Faubel, 1974	Species	invalid	Eumecynostomum papillosum (Faubel, 1974)		Eumecynostomum papillosum
Eumecynostomum	tardum			(Ehlers & Dörjes, 1979)	Species	valid	Eumecynostomum Faubel & Regier, 1983
Pseudmecynostomum	tardum			Ehlers & Dörjes, 1979	Species	invalid	Eumecynostomum tardum (Ehlers & Dörjes, 1979)		Eumecynostomum tardum
Eumecynostomum	westbladi			(Dörjes, 1968)	Species	valid	Eumecynostomum Faubel & Regier, 1983
Pseudmecynostomum	westbladi			Dörjes, 1968	Species	invalid	Eumecynostomum westbladi (Dörjes, 1968)		Eumecynostomum westbladi
auritum	typica			(Westblad, 1946)	Species	invalid	Eumecynostomum westbladi (Dörjes, 1968)		Eumecynostomum westbladi
Limnoposthia				Faubel & Kolasa, 1978	Genus	valid	Mecynostomidae Dörjes, 1968
Limnoposthia	polonica			(Kolasa & Faubel, 1974)	Species	valid	Limnoposthia Faubel & Kolasa, 1978
Oligochoerus	polonicus			Kolasa & Faubel, 1974	Species	invalid	Limnoposthia polonica (Kolasa & Faubel, 1974)		Limnoposthia polonica
Mecynostomum				Beneden E, 1870	Genus	valid	Mecynostomidae Dörjes, 1968
Mecynostomum	auritum			(Schultze M, 1851)	Species	valid	Mecynostomum Beneden E, 1870
Aphanostoma	auritum			Westblad, 1946	Species	invalid	Mecynostomum auritum (Schultze M, 1851)	nomen nudum	Mecynostomum auritum
Avagina	aurita			Meixner, 1938	Species	invalid	Mecynostomum auritum (Schultze M, 1851)	homonym & junior synonym	Mecynostomum auritum
Macrostomum	auritum			Schultze M, 1851	Species	invalid	Mecynostomum auritum (Schultze M, 1851)		Mecynostomum auritum
Monotus	excavatus			Diesing, 1862	Species	invalid	Mecynostomum auritum (Schultze M, 1851)		Mecynostomum auritum
Mecynostomum	caudatum			(Uljanin, 1870)	Species	valid	Mecynostomum Beneden E, 1870
Macrostomum	caudatum			Uljanin, 1870	Species	invalid	Mecynostomum caudatum (Uljanin, 1870)		Mecynostomum caudatum
Mecynostomum	cordiforme			Levinsen, 1879	Species	valid	Mecynostomum Beneden E, 1870
Mecynostomum	filiferum			Ax, 1963	Species	valid	Mecynostomum Beneden E, 1870
Mecynostomum	haplovarium			Dörjes, 1968	Species	valid	Mecynostomum Beneden E, 1870
Mecynostomum	lentiferum			Levinsen, 1879	Species	valid	Mecynostomum Beneden E, 1870
Mecynostomum	predatum			Faubel, 1976	Species	valid	Mecynostomum Beneden E, 1870
Mecynostomum	sp.			Ax, 1959	Species	valid	Mecynostomum Beneden E, 1870
Mecynostomum	torquens			Kozloff, 2000	Species	valid	Mecynostomum Beneden E, 1870
Neomecynostomum				Faubel & Regier, 1983	Genus	valid	Mecynostomidae Dörjes, 1968
Neomecynostomum	granulum			(Dörjes, 1968)	Species	valid	Neomecynostomum Faubel & Regier, 1983
Pseudmecynostomum	granulum			Dörjes, 1968	Species	invalid	Neomecynostomum granulum (Dörjes, 1968)		Neomecynostomum granulum
Paedomecynostomum				Dörjes, 1968	Genus	valid	Mecynostomidae Dörjes, 1968
Paedomecynostomum	bruneum			Dörjes, 1968	Species	valid	Paedomecynostomum Dörjes, 1968
Paedomecynostomum	sp.			Smith & Tyler, 1985	Species	valid	Paedomecynostomum Dörjes, 1968
Paramecynostomum				Dörjes, 1968	Genus	valid	Mecynostomidae Dörjes, 1968
Paramecynostomum	carchedonium			Kozloff, 1998	Species	valid	Paramecynostomum Dörjes, 1968
Paramecynostomum	diversicolor			(Ørsted, 1845)	Species	valid	Paramecynostomum Dörjes, 1968
Aphanostoma	diversicolor			Ørsted, 1845	Species	invalid	Paramecynostomum diversicolor (Ørsted, 1845)		Paramecynostomum diversicolor
Paraconvoluta	diversicolor			(Ørsted, 1845)	Species	invalid	Paramecynostomum diversicolor (Ørsted, 1845)		Paramecynostomum diversicolor
Philomecynostomum				Dörjes, 1968	Genus	valid	Mecynostomidae Dörjes, 1968
Philomecynostomum	lapillum			Dörjes, 1968	Species	valid	Philomecynostomum Dörjes, 1968
Postmecynostomum				Dörjes, 1968	Genus	valid	Mecynostomidae Dörjes, 1968
Postmecynostomum	glandulosum			(Westblad, 1946)	Species	valid	Postmecynostomum Dörjes, 1968
Pseudmecynostomum	glandulosum			(Westblad, 1946)	Species	invalid	Postmecynostomum glandulosum (Westblad, 1946)		Postmecynostomum glandulosum
auritum	glandulosum			(Westblad, 1946)	Species	invalid	Postmecynostomum glandulosum (Westblad, 1946)		Postmecynostomum glandulosum
Postmecynostomum	pictum			Dörjes, 1968	Species	valid	Postmecynostomum Dörjes, 1968
Pseudmecynostomum				Dörjes, 1968	Genus	valid	Mecynostomidae Dörjes, 1968
Pseudomecynostomum				Dörjes, 1968	Genus	invalid	Pseudmecynostomum Dörjes, 1968	original misspelling	Pseudmecynostomum
Pseudmecynostomum	bruneofilum			Faubel, 1974	Species	valid	Pseudmecynostomum Dörjes, 1968
Pseudmecynostomum	bruneum			Dörjes, 1968	Species	valid	Pseudmecynostomum Dörjes, 1968
Pseudmecynostomum	folium			Hooge & Tyler, 2003	Species	valid	Pseudmecynostomum Dörjes, 1968
Pseudmecynostomum	pellucidum			Ehlers & Dörjes, 1979	Species	valid	Pseudmecynostomum Dörjes, 1968
Pseudmecynostomum	pelophilum			Dörjes, 1968	Species	valid	Pseudmecynostomum Dörjes, 1968
Pseudmecynostomum	phoca			Hooge & Tyler, 2003	Species	valid	Pseudmecynostomum Dörjes, 1968
Pseudmecynostomum	phocum			Hooge, 2001	Species	invalid	Pseudmecynostomum phoca Hooge & Tyler, 2003	nomen nudum	Pseudmecynostomum phoca
Stylomecynostomum				Hooge & Tyler, 2003	Genus	valid	Mecynostomidae Dörjes, 1968
Stylomecynostomum	bodegensis			Hooge & Tyler, 2003	Species	valid	Stylomecynostomum Hooge & Tyler, 2003
Nadinidae				Dörjes, 1968	Family	valid	Acoela Uljanin, 1870
Myostomellidae				Riedl, 1954	Family	invalid	Acoela Uljanin, 1870	unnecessary replacement	Nadinidae
Nadina				Uljanin, 1870	Genus	valid	Nadinidae Dörjes, 1968
Myostomella				Riedl, 1954	Genus	invalid	Nadina Uljanin, 1870		Nadina
Nadina	evelinae			(Marcus, 1952)	Species	valid	Nadina Uljanin, 1870
Hallangia	evelinae			Marcus, 1952	Species	invalid	Nadina evelinae (Marcus, 1952)		Nadina evelinae
Nadina	minuta			Claparede, 1863	Species	valid	Nadina Uljanin, 1870
Convoluta	minuta			Claparede, 1863	Species	invalid	Nadina minuta Claparede, 1863		Nadina minuta
Nadina	pulchella			Uljanin, 1870	Species	valid	Nadina Uljanin, 1870
Aphanostoma	pulchella			Pereyaslawzewa, 1892	Species	invalid	Nadina pulchella Uljanin, 1870	homonym & junior synonym	Nadina pulchella
Mecynostomum	pulchellum			(Uljanin, 1870)	Species	invalid	Nadina pulchella Uljanin, 1870		Nadina pulchella
Myostomella	pulchella			Riedl, 1954	Species	invalid	Nadina pulchella Uljanin, 1870		Nadina pulchella
Nadina	sensitiva			Uljanin, 1870	Species	valid	Nadina Uljanin, 1870
Aphanostoma	sensitiva			Pereyaslawzewa, 1892	Species	invalid	Nadina sensitiva Uljanin, 1870	homonym & junior synonym	Nadina sensitiva
Otocelididae				Westblad, 1948	Family	valid	Acoela Uljanin, 1870
Archocelis				Dörjes, 1968	Genus	valid	Otocelididae Westblad, 1948
Archocelis	macrorhabditis			Dörjes, 1968	Species	valid	Archocelis Dörjes, 1968
Exocelis				Ehlers & Dörjes, 1979	Genus	valid	Otocelididae Westblad, 1948
Exocelis	exopenis			Ehlers & Dörjes, 1979	Species	valid	Exocelis Ehlers & Dörjes, 1979
Exocelis	reedi			Hooge & Tyler, 2008	Species	valid	Exocelis Ehlers & Dörjes, 1979
Haplotestis				Dörjes, 1968	Genus	valid	Otocelididae Westblad, 1948
Haplotestis	curvitubus			Dörjes, 1968	Species	valid	Haplotestis Dörjes, 1968
Notocelis				Dörjes, 1968	Genus	valid	Otocelididae Westblad, 1948
Notocelis	gullmarensis			(Westblad, 1946)	Species	valid	Notocelis Dörjes, 1968
Otocelis	gullmarensis			Westblad, 1946	Species	invalid	Notocelis gullmarensis (Westblad, 1946)		Notocelis gullmarensis
Notocelis	maculata			(Karling, Mack-Fira & Dörjes, 1972)	Species	valid	Notocelis Dörjes, 1968
gullmarensis	maculata			Karling, Mack-Fira & Dörjes, 1972	Species	invalid	Notocelis maculata (Karling, Mack-Fira & Dörjes, 1972)		Notocelis maculata
Notocelis	rubidocula			Kozloff, 2000	Species	valid	Notocelis Dörjes, 1968
Notocelis	subsalina			(Ax, 1959)	Species	valid	Notocelis Dörjes, 1968
Convoluta	subsalina			Ax, 1959	Species	invalid	Notocelis subsalina (Ax, 1959)		Notocelis subsalina
Philocelis				Dörjes, 1968	Genus	valid	Otocelididae Westblad, 1948
Philocelis	brueggemanni			Hooge & Tyler, 2003	Species	valid	Philocelis Dörjes, 1968
Philocelis	cellata			Dörjes, 1968	Species	valid	Philocelis Dörjes, 1968
Philocelis	karlingi			(Westblad, 1946)	Species	valid	Philocelis Dörjes, 1968
Convoluta	karlingi			Westblad, 1946	Species	invalid	Philocelis karlingi (Westblad, 1946)		Philocelis karlingi
Philocelis	robrochai			Hooge & Rocha, 2006	Species	valid	Philocelis Dörjes, 1968
Posticopora				Kozloff, 2000	Genus	valid	Otocelididae Westblad, 1948
Parotocelis				Ehlers & Dörjes, 1979	Genus	invalid	Posticopora Kozloff, 2000	preoccupied	Posticopora
Posticopora	luteopunctata			(Ehlers & Dörjes, 1979)	Species	valid	Posticopora Kozloff, 2000
Parotocelis	luteopunctata			Ehlers & Dörjes, 1979	Species	invalid	Posticopora luteopunctata (Ehlers & Dörjes, 1979)		Posticopora luteopunctata
Paratomellidae				Dörjes, 1966	Family	valid	Acoela Uljanin, 1870
Hesiolicium				Crezee & Tyler, 1976	Genus	valid	Paratomellidae Dörjes, 1966
Hesiolicium	inops			Crezee & Tyler, 1976	Species	valid	Hesiolicium Crezee & Tyler, 1976
Paratomella				Dörjes, 1966	Genus	valid	Paratomellidae Dörjes, 1966
Paratomella	rubra			Rieger & Ott, 1971	Species	valid	Paratomella Dörjes, 1966
Paratomella	sp.			Smith & Tyler, 1986	Species	valid	Paratomella Dörjes, 1966
Paratomella	unichaeta			Dörjes, 1966	Species	valid	Paratomella Dörjes, 1966
Polycanthiidae				Hooge, 2003	Family	valid	Acoela Uljanin, 1870
Polycanthus				Hooge, 2003	Genus	valid	Polycanthiidae Hooge, 2003
Polycanthus	torosus			Hooge, 2003	Species	valid	Polycanthus Hooge, 2003
Proporidae				Graff, 1882	Family	valid	Acoela Uljanin, 1870
Proporus				Schmidt, 1848	Genus	valid	Proporidae Graff, 1882
Archiproporus				An der Lan, 1936	Genus	invalid	Proporus Schmidt, 1848	junior synonym	Proporus
Schizoprora				Schmidt, 1852	Genus	invalid	Proporus Schmidt, 1848	junior synonym	Proporus
Proporus	bermudensis			Hooge & Tyler, 2002	Species	valid	Proporus Schmidt, 1848
Proporus	brochii			Westblad, 1946	Species	valid	Proporus Schmidt, 1848
Proporus	carolinensis			Hooge & Smith, 2004	Species	valid	Proporus Schmidt, 1848
Proporus	cyclops			Schmidt, 1848	Species	valid	Proporus Schmidt, 1848
Proporus	lonchitis			Dörjes, 1971	Species	valid	Proporus Schmidt, 1848
Proporus	minimus			(An der Lan, 1936)	Species	valid	Proporus Schmidt, 1848
Archiproporus	minimus			An der Lan, 1936	Species	invalid	Proporus minimus (An der Lan, 1936)		Proporus minimus
Proporus	venenosus			(Schmidt, 1852)	Species	valid	Proporus Schmidt, 1848
Celidotus	venenosus			Diesing, 1862	Species	invalid	Proporus venenosus (Schmidt, 1852)		Proporus venenosus
Schizoprora	venenosus			Schmidt, 1852	Species	invalid	Proporus venenosus (Schmidt, 1852)		Proporus venenosus
Sagittiferidae				Kostenko & Mamkaev, 1990	Family	valid	Acoela Uljanin, 1870
Antrosagittifera				Hooge & Tyler, 2001	Genus	valid	Sagittiferidae Kostenko & Mamkaev, 1990
Antrosagittifera	corallina			Hooge & Tyler, 2001	Species	valid	Antrosagittifera Hooge & Tyler, 2001
Convolutriloba				Hendelberg & Akesson, 1988	Genus	valid	Sagittiferidae Kostenko & Mamkaev, 1990
Convolutriloba	hastifera			Winsor, 1990	Species	valid	Convolutriloba Hendelberg & Akesson, 1988
Convolutriloba	longifissura			Bartolomaeus & Balzer, 1997	Species	valid	Convolutriloba Hendelberg & Akesson, 1988
Convolutriloba	macropyga			Shannon & Achatz, 2007	Species	valid	Convolutriloba Hendelberg & Akesson, 1988
Convolutriloba	retrogemma			Hendelberg & Akesson, 1988	Species	valid	Convolutriloba Hendelberg & Akesson, 1988
Sagittifera				Kostenko & Mamkaev, 1990	Genus	valid	Sagittiferidae Kostenko & Mamkaev, 1990
Sagittifera	sagittifera			(Ivanov, 1952)	Species	valid	Sagittifera Kostenko & Mamkaev, 1990
Convoluta	sagittifera			Ivanov, 1952	Species	invalid	Sagittifera sagittifera (Ivanov, 1952)		Sagittifera sagittifera
Symsagittifera				Kostenko & Mamkaev, 1990	Genus	valid	Sagittiferidae Kostenko & Mamkaev, 1990
Simsagittifera				Kostenko & Mamkaev, 1990	Genus	invalid	Symsagittifera Kostenko & Mamkaev, 1990	original misspelling	Symsagittifera
Symsagittifera	bifoveolata			(Mamkaev, 1971)	Species	valid	Symsagittifera Kostenko & Mamkaev, 1990
Convoluta	bifoveolata			Mamkaev, 1971	Species	invalid	Symsagittifera bifoveolata (Mamkaev, 1971)		Symsagittifera bifoveolata
Symsagittifera	corsicae			Gschwentner, Baric & Rieger, 2002	Species	valid	Symsagittifera Kostenko & Mamkaev, 1990
Symsagittifera	japonica			(Kato, 1951)	Species	valid	Symsagittifera Kostenko & Mamkaev, 1990
Convoluta	japonica			Kato, 1951	Species	invalid	Symsagittifera japonica (Kato, 1951)		Symsagittifera japonica
Convolutriloba	japonica			(Kato, 1951)	Species	invalid	Symsagittifera japonica (Kato, 1951)		Symsagittifera japonica
Symsagittifera	macnaei			(Marcus EDB-R, 1957)	Species	valid	Symsagittifera Kostenko & Mamkaev, 1990
Convoluta	macnaei			Marcus EDB-R, 1957	Species	invalid	Symsagittifera macnaei (Marcus EDB-R, 1957)		Symsagittifera macnaei
Pseudohaplogonaria	macnaei			(Marcus EDB-R, 1957)	Species	invalid	Symsagittifera macnaei (Marcus EDB-R, 1957)		Symsagittifera macnaei
Symsagittifera	nitidae			(Yamasu, 1982)	Species	valid	Symsagittifera Kostenko & Mamkaev, 1990
Convoluta	nitidae			Yamasu, 1982	Species	invalid	Symsagittifera nitidae (Yamasu, 1982)		Symsagittifera nitidae
Symsagittifera	poenicea			Kozloff, 1998	Species	valid	Symsagittifera Kostenko & Mamkaev, 1990
Symsagittifera	psammophila			(Beklemischev, 1957)	Species	valid	Symsagittifera Kostenko & Mamkaev, 1990
Convoluta	psammophilum			Beklemischev, 1957	Species	invalid	Symsagittifera psammophila (Beklemischev, 1957)		Symsagittifera psammophila
Paedomecynostomum	psammophilum			(Beklemischev, 1957)	Species	invalid	Symsagittifera psammophila (Beklemischev, 1957)		Symsagittifera psammophila
Symsagittifera	roscoffensis			(Graff, 1891)	Species	valid	Symsagittifera Kostenko & Mamkaev, 1990
Convoluta	roscoffensis			Graff, 1891	Species	invalid	Symsagittifera roscoffensis (Graff, 1891)		Symsagittifera roscoffensis
Symsagittifera	schultzei			(Schmidt, 1852)	Species	valid	Symsagittifera Kostenko & Mamkaev, 1990
Convoluta	schultzii			Schmidt, 1852	Species	invalid	Symsagittifera schultzei (Schmidt, 1852)		Symsagittifera schultzei
