unit_name1	unit_name2	unit_ind3	unit_name3	taxon_author	rank_name	usage	parent_name	unacceptability_reason	accepted_name	page_number
Acoela				Uljanin, 1870	Order	valid
Heterochaerus	blumi			(Achatz, Hooge & Tyler, 2007)	Species	valid	Heterochaerus Haswell, 1905
Amphiscolops	blumi			Achatz, Hooge & Tyler, 2007	Species	invalid	Heterochaerus blumi (Achatz, Hooge & Tyler, 2007)		Heterochaerus blumi
Heterochaerus	carvalhoi			(Marcus, 1952)	Species	valid	Heterochaerus Haswell, 1905
Amphiscolops	carvalhoi			Marcus, 1952	Species	invalid	Heterochaerus carvalhoi (Marcus, 1952)		Heterochaerus carvalhoi
Heterochaerus	langerhansi			(Graff, 1882)	Species	valid	Heterochaerus Haswell, 1905
Amphichoerus	langerhansi			(Graff, 1882)	Species	invalid	Heterochaerus langerhansi (Graff, 1882)		Heterochaerus langerhansi
Amphiscolops	langerhansi			Graff, 1882	Species	invalid	Heterochaerus langerhansi (Graff, 1882)		Heterochaerus langerhansi
Convoluta	langerhansi			Graff, 1882	Species	invalid	Heterochaerus langerhansi (Graff, 1882)		Heterochaerus langerhansi
Polychoerus	langerhansi			(Graff, 1882)	Species	invalid	Heterochaerus langerhansi (Graff, 1882)		Heterochaerus langerhansi
Heterochaerus	sargassi			(Hyman, 1939)	Species	valid	Heterochaerus Haswell, 1905
Amphiscolops	sargassi			Hyman, 1939	Species	invalid	Heterochaerus sargassi (Hyman, 1939)		Heterochaerus sargassi
Oligochoerus				Beklemischev, 1963	Genus	valid	Convolutidae Graff, 1905
Oligochoerus	bakuensis			Beklemischev, 1963	Species	valid	Oligochoerus Beklemischev, 1963
Oligochoerus	chlorella			Beklemischev, 1963	Species	valid	Oligochoerus Beklemischev, 1963
Oligochoerus	conops			Beklemischev, 1963	Species	valid	Oligochoerus Beklemischev, 1963
Oligochoerus	erythrophthalmus			Beklemischev, 1963	Species	valid	Oligochoerus Beklemischev, 1963
Oligochoerus	limnophilus			Ax & Dörjes, 1966	Species	valid	Oligochoerus Beklemischev, 1963
Oligochoerus	melanops			Beklemischev, 1963	Species	valid	Oligochoerus Beklemischev, 1963
Oligochoerus	sp.			(Mack-Fira, 1974)	Species	valid	Oligochoerus Beklemischev, 1963
Oligochoerus	xanthella			Beklemischev, 1963	Species	valid	Oligochoerus Beklemischev, 1963
Polychoerus				Mark, 1892	Genus	valid	Convolutidae Graff, 1905
Polychaerus				Buchanan, 1892	Genus	invalid	Polychoerus Mark, 1892	literature misspelling	Polychoerus
Polychoerus	carmelensis			Costello & Costello, 1938	Species	valid	Polychoerus Mark, 1892
Polychoerus	caudatus			Mark, 1892	Species	valid	Polychoerus Mark, 1892
Polychoerus	ebenhochi			Achatz, Hooge & Tyler, 2007	Species	valid	Polychoerus Mark, 1892
Polychoerus	gordoni			Achatz, Hooge, Wallberg, Jondelius, & Tyler, 2009	Species	valid	Polychoerus Mark, 1892
Polychoerus	langherhansi			Beklemischev, 1914	Species	valid	Polychoerus Mark, 1892
Polychoerus	parvus			Achatz, Hooge & Tyler, 2007`	Species	valid	Polychoerus Mark, 1892
Praesagittifera				Kostenko & Mamkaev, 1990	Genus	valid	Convolutidae Graff, 1905
Praesagittifera	gracilis			(Yamasu, 1982)	Species	valid	Praesagittifera Kostenko & Mamkaev, 1990
Convoluta	gracilis			Yamasu, 1982	Species	invalid	Praesagittifera gracilis (Yamasu, 1982)		Praesagittifera gracilis
Praesagittifera	naikaiensis			(Yamasu, 1982)	Species	valid	Praesagittifera Kostenko & Mamkaev, 1990
Convoluta	naikaiensis			Yamasu, 1982	Species	invalid	Praesagittifera naikaiensis (Yamasu, 1982)		Praesagittifera naikaiensis
Praesagittifera	shikoki			Kostenko & Mamkaev, 1990	Species	valid	Praesagittifera Kostenko & Mamkaev, 1990
Pseudoconvoluta				Beklemischev, 1929	Genus	valid	Convolutidae Graff, 1905
Pseudoconvoluta	aurantiaca			Beklemischev, 1929	Species	valid	Pseudoconvoluta Beklemischev, 1929
Pseudoconvoluta	flava			Beklemisch, 1964	Species	valid	Pseudoconvoluta Beklemischev, 1929
Stomatricha				Hooge, 2003	Genus	valid	Convolutidae Graff, 1905
Stomatricha	hochbergi			Hooge, 2003	Species	valid	Stomatricha Hooge, 2003
Waminoa				Winsor, 1990	Genus	valid	Convolutidae Graff, 1905
Waminoa	brickneri			Ogunlana et al., 2005	Species	valid	Waminoa Winsor, 1990
Waminoa	litus			Winsor, 1990	Species	valid	Waminoa Winsor, 1990
Haplodiscus	sp.			Trench & Winsor, 1987	Species	invalid	Waminoa litus Winsor, 1990	nomen nudum	Waminoa litus
Waminoa	sp. 1			Winsor, 1990	Species	valid	Waminoa Winsor, 1990
Waminoa	sp. 2			Winsor, 1990	Species	valid	Waminoa Winsor, 1990
Wulguru				Winsor, 1988	Genus	valid	Convolutidae Graff, 1905
Wulguru	cuspidata			Winsor, 1988	Species	valid	Wulguru Winsor, 1988
Dakuidae				Hooge, 2003	Family	valid	Acoela Uljanin, 1870
Daku				Hooge, 2003	Genus	valid	Dakuidae Hooge, 2003
Daku	riegeri			Hooge & Tyler, 2008	Species	valid	Daku Hooge, 2003
Daku	woorimensis			Hooge, 2003	Species	valid	Daku Hooge, 2003
Diopisthoporidae				Westblad, 1940	Family	valid	Acoela Uljanin, 1870
Diopisthoporus				Westblad, 1940	Genus	valid	Diopisthoporidae Westblad, 1940
Diopisthoporus	brachypharyngeus			Dörjes, 1968	Species	valid	Diopisthoporus Westblad, 1940
Diopisthoporus	gymnopharyngeus			Smith & Tyler, 1985	Species	valid	Diopisthoporus Westblad, 1940
Diopisthoporus	lofolitis			Hooge & Smith, 2004	Species	valid	Diopisthoporus Westblad, 1940
Diopisthoporus	longitubus			Westblad, 1940	Species	valid	Diopisthoporus Westblad, 1940
Diopisthoporus	psammophilus			Dörjes, 1968	Species	valid	Diopisthoporus Westblad, 1940
Hallangiidae				Westblad, 1946	Family	valid	Acoela Uljanin, 1870
Aechmalotus				Beklemischev, 1915	Genus	valid	Hallangiidae Westblad, 1946
Aechmalotus	pyrula			Beklemischev, 1915	Species	valid	Aechmalotus Beklemischev, 1915
Aechmalotus	pyrola			Dörjes, 1968	Species	invalid	Aechmalotus pyrula Beklemischev, 1915	literature misspelling	Aechmalotus pyrula
Hallangia				Westblad, 1946	Genus	valid	Hallangiidae Westblad, 1946
Hallangia	proporoides			Westblad, 1946	Species	valid	Hallangia Westblad, 1946
Haploposthiidae				Westblad, 1948	Family	valid	Acoela Uljanin, 1870
Adenocauda				Dörjes, 1968	Genus	valid	Haploposthiidae Westblad, 1948
Adenocauda	helgolandica			Dörjes, 1968	Species	valid	Adenocauda Dörjes, 1968
Afronta				Hyman, 1944	Genus	valid	Haploposthiidae Westblad, 1948
Afronta	aurantiaca			Hyman, 1944	Species	valid	Afronta Hyman, 1944
Afronta	rubra			Faubel, 1976	Species	valid	Afronta Hyman, 1944
Deuterogonaria				Dörjes, 1968	Genus	valid	Haploposthiidae Westblad, 1948
Picola				Achatz & Hooge, 2006	Genus	invalid	Deuterogonaria Dörjes, 1968		Deuterogonaria
Deuterogonaria	carribea			(Achatz, Hooge, & Tyler, 2007)	Species	valid	Deuterogonaria Dörjes, 1968
Picola	carribea			Achatz, Hooge, & Tyler, 2007	Species	invalid	Deuterogonaria carribea (Achatz, Hooge, & Tyler, 2007)		Deuterogonaria carribea
Deuterogonaria	renei			(Achatz & Hooge, 2006)	Species	valid	Deuterogonaria Dörjes, 1968
Picola	renei			Achatz & Hooge, 2006	Species	invalid	Deuterogonaria renei (Achatz & Hooge, 2006)		Deuterogonaria renei
Deuterogonaria	thauma			(Marcus, 1952)	Species	valid	Deuterogonaria Dörjes, 1968
Convoluta	thauma			Marcus, 1952	Species	invalid	Deuterogonaria thauma (Marcus, 1952)		Deuterogonaria thauma
Haplogonaria				Dörjes, 1968	Genus	valid	Haploposthiidae Westblad, 1948
Haplogonaria	amarilla			Hooge & Eppinger, 2005	Species	valid	Haplogonaria Dörjes, 1968
Haplogonaria	arenaria			(Ax, 1959)	Species	valid	Haplogonaria Dörjes, 1968
Mecynostomum	arenarium			Ax, 1959	Species	invalid	Haplogonaria arenaria (Ax, 1959)		Haplogonaria arenaria
Haplogonaria	arenicolae			Faubel & Warwick, 2005	Species	valid	Haplogonaria Dörjes, 1968
Haplogonaria	elegans			Faubel, 1976	Species	valid	Haplogonaria Dörjes, 1968
Haplogonaria	glandulifera			Dörjes, 1968	Species	valid	Haplogonaria Dörjes, 1968
Haplogonaria	idia			(Marcus, 1954)	Species	valid	Haplogonaria Dörjes, 1968
Mecynostomum	idium			Marcus, 1954	Species	invalid	Haplogonaria idia (Marcus, 1954)		Haplogonaria idia
Haplogonaria	macrobursalia			Dörjes, 1968	Species	valid	Haplogonaria Dörjes, 1968
Haplogonaria	minima			(Westblad, 1946)	Species	valid	Haplogonaria Dörjes, 1968
Aphanostoma	minimum			Westblad, 1946	Species	invalid	Haplogonaria minima (Westblad, 1946)		Haplogonaria minima
Mecynostomum	minima			(Westblad, 1946)	Species	invalid	Haplogonaria minima (Westblad, 1946)		Haplogonaria minima
Haplogonaria	pellita			(Marcus, 1951)	Species	valid	Haplogonaria Dörjes, 1968
Mecynostomum	pellitum			Marcus, 1951	Species	invalid	Haplogonaria pellita (Marcus, 1951)		Haplogonaria pellita
Haplogonaria	phyllospadicis			Hooge & Tyler, 2003	Species	valid	Haplogonaria Dörjes, 1968
Haplogonaria	psammalia			Faubel, 1974	Species	valid	Haplogonaria Dörjes, 1968
Haplogonaria	simplex			Dörjes, 1968	Species	valid	Haplogonaria Dörjes, 1968
Haplogonaria	sinubursalia			Dörjes, 1968	Species	valid	Haplogonaria Dörjes, 1968
Haplogonaria	sophiae			Hooge & Rocha, 2006	Species	valid	Haplogonaria Dörjes, 1968
Haplogonaria	sp. 1			Yamasu & Okazaki, 1987	Species	valid	Haplogonaria Dörjes, 1968
Haplogonaria	stradbrokensis			Hooge, 2003	Species	valid	Haplogonaria Dörjes, 1968
Haplogonaria	syltensis			Dörjes, 1968	Species	valid	Haplogonaria Dörjes, 1968
Haplogonaria	viridis			Dörjes, 1968	Species	valid	Haplogonaria Dörjes, 1968
Haploposthia				An der Lan, 1936	Genus	valid	Haploposthiidae Westblad, 1948
Parahaplodiscus				An der Lan, 1936	Genus	invalid	Haploposthia An der Lan, 1936		Haploposthia
Paranaperus				Westblad, 1942	Genus	invalid	Haploposthia An der Lan, 1936		Haploposthia
Haploposthia	brunea			An der Lan, 1936	Species	valid	Haploposthia An der Lan, 1936
Haploposthia	erythrocephala			Kozloff, 2000	Species	valid	Haploposthia An der Lan, 1936
Haploposthia	lactomaculata			Tekle, 2004	Species	valid	Haploposthia An der Lan, 1936
Haploposthia	microphoca			Marcus, 1950	Species	valid	Haploposthia An der Lan, 1936
Haploposthia	opisthorcus			Mamkaev, 1967	Species	valid	Haploposthia An der Lan, 1936
Pseudaphanostoma	opisthorchis			(Mamkaev, 1967)	Species	invalid	Haploposthia opisthorcus Mamkaev, 1967		Haploposthia opisthorcus
Haploposthia	pellucidus			(Westblad, 1942)	Species	valid	Haploposthia An der Lan, 1936
Paranaperus	pellucidus			Westblad, 1942	Species	invalid	Haploposthia pellucidus (Westblad, 1942)		Haploposthia pellucidus
Haploposthia	rubra			(An der Lan, 1936)	Species	valid	Haploposthia An der Lan, 1936
Parahaplodiscus	ruber			An der Lan, 1936	Species	invalid	Haploposthia rubra (An der Lan, 1936)		Haploposthia rubra
Haploposthia	rubropunctata			Westblad, 1945	Species	valid	Haploposthia An der Lan, 1936
Haploposthia	vandula			Hooge & Tyler, 2002	Species	valid	Haploposthia An der Lan, 1936
Kuma				Marcus, 1950	Genus	valid	Haploposthiidae Westblad, 1948
Kuma	albiventer			(Marcus, 1954)	Species	valid	Kuma Marcus, 1950
Haploposthia	albiventer			Marcus, 1954	Species	invalid	Kuma albiventer (Marcus, 1954)		Kuma albiventer
Kuma	asilhas			Hooge & Rocha, 2006	Species	valid	Kuma Marcus, 1950
Kuma	belca			Marcus, 1952	Species	valid	Kuma Marcus, 1950
Kuma	blacki			Hooge & Tyler, 2008	Species	valid	Kuma Marcus, 1950
Kuma	brevicauda			Marcus, 1950	Species	valid	Kuma Marcus, 1950
Kuma	flava			Hooge & Smith, 2004	Species	valid	Kuma Marcus, 1950
Kuma	monogonophora			(Westblad, 1946)	Species	valid	Kuma Marcus, 1950
Haploposthia	monogonophora			Westblad, 1946	Species	invalid	Kuma monogonophora (Westblad, 1946)		Kuma monogonophora
Kuma	sp.			Tyler, 1975	Species	valid	Kuma Marcus, 1950
Kuma	viridis			(An der Lan, 1936)	Species	valid	Kuma Marcus, 1950
Haploposthia	viridis			(An der Lan, 1936)	Species	invalid	Kuma viridis (An der Lan, 1936)		Kuma viridis
Proaphanostoma	viride			An der Lan, 1936	Species	invalid	Kuma viridis (An der Lan, 1936)		Kuma viridis
Parahaplogonaria				Dörjes, 1968	Genus	valid	Haploposthiidae Westblad, 1948
Parahaplogonaria	maxima			Dörjes, 1968	Species	valid	Parahaplogonaria Dörjes, 1968
Parahaploposthia				Dörjes, 1968	Genus	valid	Haploposthiidae Westblad, 1948
Parahaploposthia	avesicula			Dörjes, 1968	Species	valid	Parahaploposthia Dörjes, 1968
Parahaploposthia	brunea			Faubel, 1976	Species	valid	Parahaploposthia Dörjes, 1968
Parahaploposthia	cerebroepitheliata			Dörjes, 1968	Species	valid	Parahaploposthia Dörjes, 1968
Parahaploposthia	longituba			Hooge & Tyler, 2007	Species	valid	Parahaploposthia Dörjes, 1968
Parahaploposthia	thiophilus			Fegley, Smith & Rieger, 1984	Species	valid	Parahaploposthia Dörjes, 1968
Parahaploposthia	velvetum			Hooge & Tyler, 2002	Species	valid	Parahaploposthia Dörjes, 1968
Praeanaperus				Faubel & Regier, 1983	Genus	valid	Haploposthiidae Westblad, 1948
Praeanaperus	tetraposthia			Faubel & Regier, 1983	Species	valid	Praeanaperus Faubel & Regier, 1983
Pseudohaplogonaria				Dörjes, 1968	Genus	valid	Haploposthiidae Westblad, 1948
Pseudohaplogonaria	cerasina			Hooge & Smith, 2004	Species	valid	Pseudohaplogonaria Dörjes, 1968
Pseudohaplogonaria	minima			Ehlers & Dörjes, 1979	Species	valid	Pseudohaplogonaria Dörjes, 1968
Pseudohaplogonaria	opisthandropora			(Mamkaev, 1971)	Species	valid	Pseudohaplogonaria Dörjes, 1968
Pseudohaplogonaria	rodmani			Hooge & Tyler, 2007	Species	valid	Pseudohaplogonaria Dörjes, 1968
Pseudohaplogonaria	sutcliffei			(Hanson, 1961)	Species	valid	Pseudohaplogonaria Dörjes, 1968
Convoluta	sutcliffei			Hanson, 1961	Species	invalid	Pseudohaplogonaria sutcliffei (Hanson, 1961)		Pseudohaplogonaria sutcliffei
Pseudohaplogonaria	vacua			Dörjes, 1968	Species	valid	Pseudohaplogonaria Dörjes, 1968
Pseudohaplogonaria	viridipunctata			(Westblad, 1946)	Species	valid	Pseudohaplogonaria Dörjes, 1968
Convoluta	viridipunctata			Westblad, 1946	Species	invalid	Pseudohaplogonaria viridipunctata (Westblad, 1946)		Pseudohaplogonaria viridipunctata
Pseudokuma				Dörjes, 1968	Genus	valid	Haploposthiidae Westblad, 1948
Pseudokuma	orphinum			(Marcus, 1950)	Species	valid	Pseudokuma Dörjes, 1968
Aphanostoma	orphinum			Marcus, 1950	Species	invalid	Pseudokuma orphinum (Marcus, 1950)		Pseudokuma orphinum
Simplicomorpha				Dörjes, 1968	Genus	valid	Haploposthiidae Westblad, 1948
Simplicomorpha	gigantorhabditis			Dörjes, 1968	Species	valid	Simplicomorpha Dörjes, 1968
Hofsteniidae				Bock, 1923	Family	valid	Acoela Uljanin, 1870
Hofstenia				Bock, 1923	Genus	valid	Hofsteniidae Bock, 1923
Hofstenia	atroviridis			Bock, 1923	Species	valid	Hofstenia Bock, 1923
Hofstenia	viridis			An der Lan, 1936	Species	invalid	Hofstenia atroviridis Bock, 1923	literature misspelling	Hofstenia atroviridis
Hofstenia	beltagii			Steinböck, 1966	Species	valid	Hofstenia Bock, 1923
Hofstenia	miamia			Correa, 1960	Species	valid	Hofstenia Bock, 1923
Hofstenia	minuta			Palombi, 1928	Species	valid	Hofstenia Bock, 1923
Hofsteniola				Papi, 1957	Genus	valid	Hofsteniidae Bock, 1923
Hofsteniola	pardii			Papi, 1957	Species	valid	Hofsteniola Papi, 1957
Marcusiola				Steinböck, 1966	Genus	valid	Hofsteniidae Bock, 1923
Marcusiola	tinga			(Marcus EDB-R, 1957)	Species	valid	Marcusiola Steinböck, 1966
Hofstenia	tinga			Marcus EDB-R, 1957	Species	invalid	Marcusiola tinga (Marcus EDB-R, 1957)		Marcusiola tinga
Isodiametridae				Hooge & Tyler, 2005	Family	valid	Acoela Uljanin, 1870
Alluna				Faubel & Regier, 1983	Genus	valid	Isodiametridae Hooge & Tyler, 2005
Alluna	sublitoralis			Faubel & Regier, 1983	Species	valid	Alluna Faubel & Regier, 1983
Alluna	vulgaris			Faubel & Regier, 1983	Species	invalid	Alluna sublitoralis Faubel & Regier, 1983	nomen nudum	Alluna sublitoralis
Ancylocirrus				Kozloff, 2000	Genus	valid	Isodiametridae Hooge & Tyler, 2005
Ancyclocirrus				Kozloff, 2000	Genus	invalid	Ancylocirrus Kozloff, 2000		Ancylocirrus
Ancylocirrus	ornatus			Kozloff, 2000	Species	valid	Ancylocirrus Kozloff, 2000
Aphanostoma				Ørsted, 1845	Genus	valid	Isodiametridae Hooge & Tyler, 2005
Paraconvoluta				Ørsted, 1845	Genus	invalid	Aphanostoma Ørsted, 1845		Aphanostoma
Aphanostoma	album			Dörjes, 1968	Species	valid	Aphanostoma Ørsted, 1845
Aphanostoma	armatum			Steinböck & Lanser, 1932	Species	valid	Aphanostoma Ørsted, 1845
Aphanostoma	aurantiacum			Verrill, 1893	Species	valid	Aphanostoma Ørsted, 1845
Aphanostoma	auratiacum			Dörjes, 1968	Species	invalid	Aphanostoma aurantiacum Verrill, 1893	literature misspelling	Aphanostoma aurantiacum
Aphanostoma	bimaculata			Steinböck & Lanser, 1932	Species	valid	Aphanostoma Ørsted, 1845
Aphanostoma	bruscai			Hooge & Tyler, 2003	Species	valid	Aphanostoma Ørsted, 1845
Aphanostoma	brusca			Hooge, 2001	Species	invalid	Aphanostoma bruscai Hooge & Tyler, 2003	nomen nudum	Aphanostoma bruscai
Aphanostoma	cavernosum			Meixner, 1938	Species	valid	Aphanostoma Ørsted, 1845
Aphanostoma	chromocephalum			Steinböck, 1933	Species	valid	Aphanostoma Ørsted, 1845
Aphanostoma	collinae			Hooge & Tyler, 2008	Species	valid	Aphanostoma Ørsted, 1845
Aphanostoma	divaceum			Verrill, 1893	Species	valid	Aphanostoma Ørsted, 1845
Aphanostoma	elegans			Jensen, 1878	Species	valid	Aphanostoma Ørsted, 1845
Aphanostoma	latum			Ørsted, 1845	Species	valid	Aphanostoma Ørsted, 1845
Aphanostoma	minima			Steinböck, 1938	Species	valid	Aphanostoma Ørsted, 1845
Aphanostoma	minuta			Bohmig, 1895	Species	valid	Aphanostoma Ørsted, 1845
Aphanostoma	olivaceum			Verrill, 1893	Species	valid	Aphanostoma Ørsted, 1845
Aphanostoma	rhomboides			Jensen, 1878	Species	valid	Aphanostoma Ørsted, 1845
Aphanostoma	griseum			Ørsted, 1845	Species	invalid	Aphanostoma rhomboides Jensen, 1878	nomen nudum	Aphanostoma rhomboides
Aphanostoma	sanguineum			Beklemischev, 1915	Species	valid	Aphanostoma Ørsted, 1845
Eumecynostomum	sanguineum			(Beklemischev, 1915)	Species	invalid	Aphanostoma sanguineum Beklemischev, 1915		Aphanostoma sanguineum
Mecynostomum	sanguineum			(Beklemischev, 1915)	Species	invalid	Aphanostoma sanguineum Beklemischev, 1915		Aphanostoma sanguineum
Pseudactinoposthia	sanguineum			(Beklemischev, 1915)	Species	invalid	Aphanostoma sanguineum Beklemischev, 1915		Aphanostoma sanguineum
Pseudmecynostomum	sanguineum			(Beklemischev, 1915)	Species	invalid	Aphanostoma sanguineum Beklemischev, 1915		Aphanostoma sanguineum
Aphanostoma	sp.			Ferguson & Jones, 1949	Species	valid	Aphanostoma Ørsted, 1845
Aphanostoma	virescens			Ørsted, 1845	Species	valid	Aphanostoma Ørsted, 1845
Amphichoerus	virescens			Graff, 1902	Species	invalid	Aphanostoma virescens Ørsted, 1845		Aphanostoma virescens
Amphiscolops	virescens			(Örsted AS, 1845)	Species	invalid	Aphanostoma virescens Ørsted, 1845	homonym & junior synonym	Aphanostoma virescens
Paraconvoluta	virescens			Westblad, 1946	Species	invalid	Aphanostoma virescens Ørsted, 1845		Aphanostoma virescens
Polychoerus	virescens			Lohner, 1913	Species	invalid	Aphanostoma virescens Ørsted, 1845	homonym & junior synonym	Aphanostoma virescens
Archaphanostoma				Dörjes, 1968	Genus	valid	Isodiametridae Hooge & Tyler, 2005
Archaphanostoma	agile			(Jensen, 1878)	Species	valid	Archaphanostoma Dörjes, 1968
Aphanostoma	latissimum			Levinsen, 1879	Species	invalid	Archaphanostoma agile (Jensen, 1878)	junior synonym	Archaphanostoma agile
Aphanostoma	rhomboides			Westblad, 1946	Species	invalid	Archaphanostoma agile (Jensen, 1878)	junior synonym	Archaphanostoma agile
Baltalimania	agile			(Jensen, 1878)	Species	invalid	Archaphanostoma agile (Jensen, 1878)		Archaphanostoma agile
Haplodiscus	agilis			Beklemischev, 1927	Species	invalid	Archaphanostoma agile (Jensen, 1878)	homonym & junior synonym	Archaphanostoma agile
Mecynostomum	agile			Jensen, 1878	Species	invalid	Archaphanostoma agile (Jensen, 1878)		Archaphanostoma agile
Mecynostomum	rhomboides			Westblad, 1946	Species	invalid	Archaphanostoma agile (Jensen, 1878)	junior synonym	Archaphanostoma agile
Archaphanostoma	histobursalium			Dörjes, 1968	Species	valid	Archaphanostoma Dörjes, 1968
Archaphanostoma	macrospiriferum			(Westblad, 1946)	Species	valid	Archaphanostoma Dörjes, 1968
Aphanostoma	macrospiriferum			Westblad, 1946	Species	invalid	Archaphanostoma macrospiriferum (Westblad, 1946)		Archaphanostoma macrospiriferum
Baltalimania	macrospiriferum			(Westblad, 1946)	Species	invalid	Archaphanostoma macrospiriferum (Westblad, 1946)		Archaphanostoma macrospiriferum
Mecynostomum	macrospiriferum			Westblad, 1948	Species	invalid	Archaphanostoma macrospiriferum (Westblad, 1946)	homonym & junior synonym	Archaphanostoma macrospiriferum
Archaphanostoma	marcusi			Hooge & Rocha, 2006	Species	valid	Archaphanostoma Dörjes, 1968
Avagina				Leiper, 1902	Genus	valid	Isodiametridae Hooge & Tyler, 2005
Avagina	glandulifera			Westblad, 1953	Species	valid	Avagina Leiper, 1902
Avagina	incola			Leiper, 1902	Species	valid	Avagina Leiper, 1902
Avagina	marci			Dörjes & Karling, 1975	Species	valid	Avagina Leiper, 1902
Mecynostomum	tenuissimum			(Westblad, 1946)	Species	invalid	Avagina marci Dörjes & Karling, 1975		Avagina marci
Avagina	polyvacuola			Ehlers & Dörjes, 1979	Species	valid	Avagina Leiper, 1902
Avagina	sublitoralis			Faubel, 1976	Species	valid	Avagina Leiper, 1902
Avagina	vivipara			Hickman, 1956	Species	valid	Avagina Leiper, 1902
Baltalimania				Ax, 1959	Genus	valid	Isodiametridae Hooge & Tyler, 2005
Baltalimania	kosswigi			Ax, 1959	Species	valid	Baltalimania Ax, 1959
Bursosaphia				Dörjes, 1968	Genus	valid	Isodiametridae Hooge & Tyler, 2005
Bursosaphia	baltalimaniaformis			Dörjes, 1968	Species	valid	Bursosaphia Dörjes, 1968
Diatomovora				Kozloff, 1965	Genus	valid	Isodiametridae Hooge & Tyler, 2005
Diatomovora	amoena			Kozloff, 1965	Species	valid	Diatomovora Kozloff, 1965
Diatomovora	jacki			Hooge & Tyler, 2008	Species	valid	Diatomovora Kozloff, 1965
Faerlea				Westblad, 1945	Genus	valid	Isodiametridae Hooge & Tyler, 2005
Faerlea	antora			Marcus, 1952	Species	valid	Faerlea Westblad, 1945
Faerlea	echinocardii			Dörjes, 1972	Species	valid	Faerlea Westblad, 1945
Faerlea	fragilis			Westblad, 1945	Species	valid	Faerlea Westblad, 1945
Faerlea	glomerata			Westblad, 1945	Species	valid	Faerlea Westblad, 1945
Haplocelis				Dörjes, 1968	Genus	valid	Isodiametridae Hooge & Tyler, 2005
Haplocelis	dichona			(Marcus, 1954)	Species	valid	Haplocelis Dörjes, 1968
Otocelis	dichona			Marcus, 1954	Species	invalid	Haplocelis dichona (Marcus, 1954)		Haplocelis dichona
Isodiametra				Hooge & Tyler, 2005	Genus	valid	Isodiametridae Hooge & Tyler, 2005
Isodiametra	bajaensis			Hooge & Eppinger, 2005	Species	valid	Isodiametra Hooge & Tyler, 2005
Isodiametra	colorata			(Ehlers & Dörjes, 1979)	Species	valid	Isodiametra Hooge & Tyler, 2005
Conaperta	colorata			Ehlers & Dörjes, 1979	Species	invalid	Isodiametra colorata (Ehlers & Dörjes, 1979)		Isodiametra colorata
Isodiametra	cuernos			Hooge & Tyler, 2008	Species	valid	Isodiametra Hooge & Tyler, 2005
Isodiametra	divae			(Marcus, 1950)	Species	valid	Isodiametra Hooge & Tyler, 2005
Conaperta	divae			Marcus, 1950	Species	invalid	Isodiametra divae (Marcus, 1950)		Isodiametra divae
Convoluta	divae			Marcus, 1950	Species	invalid	Isodiametra divae (Marcus, 1950)		Isodiametra divae
Isodiametra	earnhardti			(Hooge & Smith, 2004)	Species	valid	Isodiametra Hooge & Tyler, 2005
Conaperta	earnhardti			Hooge & Smith, 2004	Species	invalid	Isodiametra earnhardti (Hooge & Smith, 2004)		Isodiametra earnhardti
Isodiametra	helgolandica			(Dörjes, 1968)	Species	valid	Isodiametra Hooge & Tyler, 2005
Convoluta	helgolandica			Dörjes, 1968	Species	invalid	Isodiametra helgolandica (Dörjes, 1968)		Isodiametra helgolandica
Isodiametra	hortulus			(Hooge & Tyler, 2003)	Species	valid	Isodiametra Hooge & Tyler, 2005
Conaperta	hortula			Hooge, 2001	Species	invalid	Isodiametra hortulus (Hooge & Tyler, 2003)	nomen nudum	Isodiametra hortulus
Conaperta	hortulus			Hooge, 2001	Species	invalid	Isodiametra hortulus (Hooge & Tyler, 2003)		Isodiametra hortulus
Isodiametra	karpredi			(Hooge & Tyler, 2003)	Species	valid	Isodiametra Hooge & Tyler, 2005
Convoluta	karpredi			Hooge & Tyler, 2003	Species	invalid	Isodiametra karpredi (Hooge & Tyler, 2003)		Isodiametra karpredi
Isodiametra	marginalis			(Ivanov, 1952)	Species	valid	Isodiametra Hooge & Tyler, 2005
Isodiametra	nicki			Hooge & Tyler, 2008	Species	valid	Isodiametra Hooge & Tyler, 2005
Isodiametra	norvegica			(Westblad, 1946)	Species	valid	Isodiametra Hooge & Tyler, 2005
Conaperta	norvegica			(Westblad, 1946)	Species	invalid	Isodiametra norvegica (Westblad, 1946)		Isodiametra norvegica
Convoluta	norvegica			Westblad, 1946	Species	invalid	Isodiametra norvegica (Westblad, 1946)		Isodiametra norvegica
Isodiametra	pulchra			(Smith & Bush, 1991)	Species	valid	Isodiametra Hooge & Tyler, 2005
Convoluta	pulchra			Smith & Bush, 1991	Species	invalid	Isodiametra pulchra (Smith & Bush, 1991)		Isodiametra pulchra
Isodiametra	urua			(Marcus, 1954)	Species	valid	Isodiametra Hooge & Tyler, 2005
Conaperta	urua			(Marcus, 1954)	Species	invalid	Isodiametra urua (Marcus, 1954)		Isodiametra urua
Convoluta	urua			Marcus, 1954	Species	invalid	Isodiametra urua (Marcus, 1954)		Isodiametra urua
Isodiametra	variomorpha			(Dörjes, 1968)	Species	valid	Isodiametra Hooge & Tyler, 2005
