taxonID	scientificName	parentNameUsageID	kingdom	phylum	class	order	family	genus	taxonRank	furtherInformationURL	taxonomicStatus	taxonRemarks	namePublishedIn	referenceID	acceptedNameUsageID	rights	rightsHolder	datasetName
urn:lsid:marinespecies.org:taxname:886	Psammodrilida	urn:lsid:marinespecies.org:taxname:155086	Animalia	Annelida	Polychaeta	Psammodrilida			order	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=886	synonym	Superfluous name		WoRMS:citation:886	urn:lsid:marinespecies.org:taxname:886			
urn:lsid:marinespecies.org:taxname:888	Cossurida	urn:lsid:marinespecies.org:taxname:183607	Animalia	Annelida	Polychaeta	Cossurida			order	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=888	synonym	Superfluous name		WoRMS:citation:888	urn:lsid:marinespecies.org:taxname:888			
urn:lsid:marinespecies.org:taxname:889	"Spionida sensu Rouse & Fauchald, 1997"	urn:lsid:marinespecies.org:taxname:154974	Animalia	Annelida	Polychaeta	Spionida			order	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=889	accepted			WoRMS:citation:889	urn:lsid:marinespecies.org:taxname:889			
urn:lsid:marinespecies.org:taxname:890	Capitellida	urn:lsid:marinespecies.org:taxname:183607	Animalia	Annelida	Polychaeta	Capitellida			order	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=890	synonym	Superfluous name		WoRMS:citation:890	urn:lsid:marinespecies.org:taxname:890			
urn:lsid:marinespecies.org:taxname:891	Opheliida	urn:lsid:marinespecies.org:taxname:183607	Animalia	Annelida	Polychaeta	Opheliida			order	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=891	synonym	Superfluous name		WoRMS:citation:891	urn:lsid:marinespecies.org:taxname:891			
urn:lsid:marinespecies.org:taxname:892	"Phyllodocida Dales, 1962"	urn:lsid:marinespecies.org:taxname:754174	Animalia	Annelida	Polychaeta	Phyllodocida			order	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=892	accepted		"Dales, R.P. 1962. The polychaete stomodeum and the inter-relationships of the families of Polychaeta. Proceedings of the Zoological Society of London 139(3): 389-428."	WoRMS:citation:892	urn:lsid:marinespecies.org:taxname:892			
urn:lsid:marinespecies.org:taxname:893	Amphinomida	urn:lsid:marinespecies.org:taxname:754174	Animalia	Annelida	Polychaeta	Amphinomida			order	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=893	accepted			WoRMS:citation:893	urn:lsid:marinespecies.org:taxname:893			
urn:lsid:marinespecies.org:taxname:894	Spintherida	urn:lsid:marinespecies.org:taxname:155086	Animalia	Annelida	Polychaeta	Spintherida			order	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=894	synonym	Superfluous name		WoRMS:citation:894	urn:lsid:marinespecies.org:taxname:894			
urn:lsid:marinespecies.org:taxname:895	Eunicida	urn:lsid:marinespecies.org:taxname:754174	Animalia	Annelida	Polychaeta	Eunicida			order	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=895	accepted			WoRMS:citation:895	urn:lsid:marinespecies.org:taxname:895			
urn:lsid:marinespecies.org:taxname:896	Sternaspida	urn:lsid:marinespecies.org:taxname:155087	Animalia	Annelida	Polychaeta	Terebellida			infraorder	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=896	synonym	Superfluous name		WoRMS:citation:896	urn:lsid:marinespecies.org:taxname:896			
urn:lsid:marinespecies.org:taxname:897	Oweniida	urn:lsid:marinespecies.org:taxname:901	Animalia	Annelida	Polychaeta	Sabellida			infraorder	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=897	synonym	Superfluous name		WoRMS:citation:897	urn:lsid:marinespecies.org:taxname:897			
urn:lsid:marinespecies.org:taxname:898	Flabelligerida	urn:lsid:marinespecies.org:taxname:155087	Animalia	Annelida	Polychaeta	Terebellida			infraorder	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=898	synonym	Superfluous name		WoRMS:citation:898	urn:lsid:marinespecies.org:taxname:898			
urn:lsid:marinespecies.org:taxname:899	Fauveliopsida	urn:lsid:marinespecies.org:taxname:155087	Animalia	Annelida	Polychaeta	Terebellida			infraorder	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=899	synonym	Superfluous name		WoRMS:citation:899	urn:lsid:marinespecies.org:taxname:899			
urn:lsid:marinespecies.org:taxname:900	"Terebellida sensu Rouse & Fauchald, 1997"	urn:lsid:marinespecies.org:taxname:154974	Animalia	Annelida	Polychaeta	Terebellida			order	http://www.marinespecies.org/aphia.php?p=taxdetails&id=900	accepted			WoRMS:citation:900	urn:lsid:marinespecies.org:taxname:900			
urn:lsid:marinespecies.org:taxname:901	Sabellida	urn:lsid:marinespecies.org:taxname:154974	Animalia	Annelida	Polychaeta	Sabellida			order	http://www.marinespecies.org/aphia.php?p=taxdetails&id=901	accepted			WoRMS:citation:901	urn:lsid:marinespecies.org:taxname:901			
urn:lsid:marinespecies.org:taxname:902	"Orbiniidae Hartman, 1942"	urn:lsid:marinespecies.org:taxname:183607	Animalia	Annelida	Polychaeta		Orbiniidae		family	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=902	accepted		"Hartman, O. 1942. A review of the types of polychaetous annelids at the Peabody Museum of Natural History, Yale University. Bulletin of the Bingham Oceanographic Collection, Yale University, 8(1): 1-98."	WoRMS:citation:902	urn:lsid:marinespecies.org:taxname:902			
urn:lsid:marinespecies.org:taxname:903	"Paraonidae Cerruti, 1909"	urn:lsid:marinespecies.org:taxname:183607	Animalia	Annelida	Polychaeta		Paraonidae		family	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=903	accepted			WoRMS:citation:903	urn:lsid:marinespecies.org:taxname:903			
urn:lsid:marinespecies.org:taxname:904	"Questidae Hartman, 1966"	urn:lsid:marinespecies.org:taxname:183607	Animalia	Annelida	Polychaeta		Questidae		family	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=904	synonym	subjective synonym	"Hartman, O. 1966. Quantitive survey of the benthos of San Pedro Basin, southern California. Part II. Final results and conclusions. Allan Hancock Pacific Expeditions, 19(2): 187-455."	WoRMS:citation:904	urn:lsid:marinespecies.org:taxname:902			
urn:lsid:marinespecies.org:taxname:905	"Ctenodrilidae Kennel, 1882"	urn:lsid:marinespecies.org:taxname:155087	Animalia	Annelida	Polychaeta	Terebellida	Ctenodrilidae		family	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=905	accepted		"Kennel, J. 1882. ÌÏber Ctenodrilus pardalis Clpd. Ein Beitrag zur Kenntniss der Anatomie und Knospung der Anneliden. Arbeiten aus dem Zoologisch-Zootomischen Institut WÌ_rzburg 5: 373-429."	WoRMS:citation:905	urn:lsid:marinespecies.org:taxname:905			
urn:lsid:marinespecies.org:taxname:906	"Parergodrilidae Reisinger, 1925"	urn:lsid:marinespecies.org:taxname:155086	Animalia	Annelida	Polychaeta		Parergodrilidae		family	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=906	accepted			WoRMS:citation:906	urn:lsid:marinespecies.org:taxname:906			
urn:lsid:marinespecies.org:taxname:908	"Cossuridae Day, 1963"	urn:lsid:marinespecies.org:taxname:183607	Animalia	Annelida	Polychaeta		Cossuridae		family	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=908	accepted			WoRMS:citation:908	urn:lsid:marinespecies.org:taxname:908			
urn:lsid:marinespecies.org:taxname:909	Spioniformia	urn:lsid:marinespecies.org:taxname:889	Animalia	Annelida	Polychaeta	Spionida			suborder	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=909	accepted			WoRMS:citation:909	urn:lsid:marinespecies.org:taxname:909			
urn:lsid:marinespecies.org:taxname:910	Chaetopteriformia	urn:lsid:marinespecies.org:taxname:754175	Animalia	Annelida	Polychaeta				suborder	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=910	synonym	superfluous rank/name		WoRMS:citation:910	urn:lsid:marinespecies.org:taxname:910			
urn:lsid:marinespecies.org:taxname:912	"Apistobranchidae Mesnil & Caullery, 1898"	urn:lsid:marinespecies.org:taxname:909	Animalia	Annelida	Polychaeta	Spionida	Apistobranchidae		family	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=912	accepted			WoRMS:citation:912	urn:lsid:marinespecies.org:taxname:912			
urn:lsid:marinespecies.org:taxname:913	"Spionidae Grube, 1850"	urn:lsid:marinespecies.org:taxname:909	Animalia	Annelida	Polychaeta	Spionida	Spionidae		family	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=913	accepted			WoRMS:citation:913	urn:lsid:marinespecies.org:taxname:913			
urn:lsid:marinespecies.org:taxname:914	"Magelonidae Cunningham & Ramage, 1888"	urn:lsid:marinespecies.org:taxname:909	Animalia	Annelida	Polychaeta	Spionida	Magelonidae		family	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=914	accepted			WoRMS:citation:914	urn:lsid:marinespecies.org:taxname:914			
urn:lsid:marinespecies.org:taxname:915	"Trochochaetidae Pettibone, 1963"	urn:lsid:marinespecies.org:taxname:909	Animalia	Annelida	Polychaeta	Spionida	Trochochaetidae		family	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=915	accepted		"Pettibone, Marian H. (1963). Marine polychaete worms of the New England region. I. Aphroditidae through Trochochaetidae. <i>Bulletin of the United States National Museum</i>. 227(1): 1-356."	WoRMS:citation:915	urn:lsid:marinespecies.org:taxname:915			
urn:lsid:marinespecies.org:taxname:916	"Poecilochaetidae Hannerz, 1956"	urn:lsid:marinespecies.org:taxname:909	Animalia	Annelida	Polychaeta	Spionida	Poecilochaetidae		family	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=916	accepted		"Hannerz, Lennart. (1956). Larval development of the polychaete families Spionidae Sars, Disomidae Mesnil, and Poecilochaetidae n. fam. in the Gullmar Fjord (Sweden). <i>Zoologiska bidrag frÌ´n Uppsala</i>. 31: 1-204."	WoRMS:citation:916	urn:lsid:marinespecies.org:taxname:916			
urn:lsid:marinespecies.org:taxname:918	"Chaetopteridae Audouin & Milne Edwards, 1833"	urn:lsid:marinespecies.org:taxname:754175	Animalia	Annelida	Polychaeta		Chaetopteridae		family	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=918	accepted		"Audouin, J.V. and Milne Edwards, H. 1833. Classification des AnnÌ©lides et description de celles qui habitent les cÌ«tes de la France. Annales des sciences naturelles, Paris, sÌ©r. 1, 30: 411-425."	WoRMS:citation:918	urn:lsid:marinespecies.org:taxname:918			
urn:lsid:marinespecies.org:taxname:919	"Cirratulidae Carus, 1863"	urn:lsid:marinespecies.org:taxname:155087	Animalia	Annelida	Polychaeta	Terebellida	Cirratulidae		family	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=919	accepted		"Carus, J. Victor 1863. Vermes, in W. C. H. Peters, J.V. Carus and C.E.A. GerstÌ_cker eds., Handbuch der zoologie: Leipzig, Wilhelm Engelmann, p. 422-484."	WoRMS:citation:919	urn:lsid:marinespecies.org:taxname:919			
urn:lsid:marinespecies.org:taxname:920	"Acrocirridae Banse, 1969"	urn:lsid:marinespecies.org:taxname:155087	Animalia	Annelida	Polychaeta	Terebellida	Acrocirridae		family	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=920	accepted		"Banse, K. 1969. Acrocirridae n.fam. (Polychaeta Sedentaria). Journal of the Fisheries Research Board of Canada, 26(10): 2595-2620."	WoRMS:citation:920	urn:lsid:marinespecies.org:taxname:920			
urn:lsid:marinespecies.org:taxname:921	"Capitellidae Grube, 1862"	urn:lsid:marinespecies.org:taxname:183607	Animalia	Annelida	Polychaeta		Capitellidae		family	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=921	accepted		"Grube, A.E. 1862. Noch ein Wort Ì_ber die Capitellen und ihre Stelle im Systeme der Anneliden. Archiv fÌ_r Naturgeschichte, Berlin, 28(1): 366-378."	WoRMS:citation:921	urn:lsid:marinespecies.org:taxname:921			
urn:lsid:marinespecies.org:taxname:922	"Arenicolidae Johnston, 1835"	urn:lsid:marinespecies.org:taxname:183607	Animalia	Annelida	Polychaeta		Arenicolidae		family	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=922	accepted			WoRMS:citation:922	urn:lsid:marinespecies.org:taxname:922			
urn:lsid:marinespecies.org:taxname:923	"Maldanidae Malmgren, 1867"	urn:lsid:marinespecies.org:taxname:183607	Animalia	Annelida	Polychaeta		Maldanidae		family	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=923	accepted		"Malmgren, A. J. 1867. Annulata Polychaeta Spetsbergiae, Groenlandiae, Islandiae et Scandinaviae hactenus cognita. Ex Officina Frenckelliana, Helsingfors. 127pp, & 115 plates"	WoRMS:citation:923	urn:lsid:marinespecies.org:taxname:923			
urn:lsid:marinespecies.org:taxname:924	"Opheliidae Malmgren, 1867"	urn:lsid:marinespecies.org:taxname:183607	Animalia	Annelida	Polychaeta		Opheliidae		family	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=924	accepted		"Malmgren, A. J. 1867. Annulata Polychaeta Spetsbergiae, Groenlandiae, Islandiae et Scandinaviae hactenus cognita. Ex Officina Frenckelliana, Helsingfors. 127pp, & 115 plates"	WoRMS:citation:924	urn:lsid:marinespecies.org:taxname:924			
urn:lsid:marinespecies.org:taxname:925	"Scalibregmatidae Malmgren, 1867"	urn:lsid:marinespecies.org:taxname:183607	Animalia	Annelida	Polychaeta		Scalibregmatidae		family	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=925	accepted		"Malmgren, A. J. 1867. Annulata Polychaeta Spetsbergiae, Groenlandiae, Islandiae et Scandinaviae hactenus cognita. Ex Officina Frenckelliana, Helsingfors. 127pp, & 115 plates"	WoRMS:citation:925	urn:lsid:marinespecies.org:taxname:925			
urn:lsid:marinespecies.org:taxname:926	"Phyllodociformia Levinsen, 1883"	urn:lsid:marinespecies.org:taxname:892	Animalia	Annelida	Polychaeta	Phyllodocida			suborder	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=926	accepted		"Levinsen, G. M. R. 1883. Systematisk-geografisk Oversigt over de nordiske Annulata, Gephyrea, Chaetognathi og Balanoglossi. Videnskabelige Meddelelser fra Dansk naturhistorisk Forening i KÌ¦benhavn, 1882: 160-251."	WoRMS:citation:926	urn:lsid:marinespecies.org:taxname:926			
urn:lsid:marinespecies.org:taxname:927	"Aphroditiformia Levinsen, 1883"	urn:lsid:marinespecies.org:taxname:892	Animalia	Annelida	Polychaeta	Phyllodocida			suborder	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=927	accepted		"Levinsen, G. M. R. 1883. Systematisk-geografisk Oversigt over de nordiske Annulata, Gephyrea, Chaetognathi og Balanoglossi. Videnskabelige Meddelelser fra Dansk naturhistorisk Forening i KÌ¦benhavn, 1882: 160-251."	WoRMS:citation:927	urn:lsid:marinespecies.org:taxname:927			
urn:lsid:marinespecies.org:taxname:928	Nereidiformia	urn:lsid:marinespecies.org:taxname:892	Animalia	Annelida	Polychaeta	Phyllodocida			suborder	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=928	accepted			WoRMS:citation:928	urn:lsid:marinespecies.org:taxname:928			
urn:lsid:marinespecies.org:taxname:929	Glyceriformia	urn:lsid:marinespecies.org:taxname:892	Animalia	Annelida	Polychaeta	Phyllodocida			suborder	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=929	accepted			WoRMS:citation:929	urn:lsid:marinespecies.org:taxname:929			
urn:lsid:marinespecies.org:taxname:930	Phyllodocida incertae sedis	urn:lsid:marinespecies.org:taxname:892	Animalia	Annelida	Polychaeta	Phyllodocida			suborder	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=930	accepted			WoRMS:citation:930	urn:lsid:marinespecies.org:taxname:930			
urn:lsid:marinespecies.org:taxname:931	"Phyllodocidae ÌÐrsted, 1843"	urn:lsid:marinespecies.org:taxname:926	Animalia	Annelida	Polychaeta	Phyllodocida	Phyllodocidae		family	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=931	accepted		"ÌÐrsted, Anders Sandoe. 1843. Annulatorum danicorum conspectus. Volume Fasc. 1 Maricolae (QuÌ_stio ab universitate Hafniensi ad solvendum proposita et proemio ornata). 1-52. Librariae Wahlianae. Hafniae (Copenhagen)."	WoRMS:citation:931	urn:lsid:marinespecies.org:taxname:931			
urn:lsid:marinespecies.org:taxname:932	"Alciopidae Ehlers, 1864"	urn:lsid:marinespecies.org:taxname:926	Animalia	Annelida	Polychaeta	Phyllodocida	Alciopidae		family	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=932	accepted			WoRMS:citation:932	urn:lsid:marinespecies.org:taxname:932			
urn:lsid:marinespecies.org:taxname:933	"Lopadorrhynchidae ClaparÌ¬de, 1870"	urn:lsid:marinespecies.org:taxname:926	Animalia	Annelida	Polychaeta	Phyllodocida	Lopadorrhynchidae		family	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=933	accepted		"ClaparÌ¬de, Ìädouard 1870. Les annÌ©lides chÌ©topodes du Golfe de Naples. SupplÌ©ment. MÌ©moires de la SociÌ©tÌ© de physique et d'histoire naturelle de GenÌ¬ve, 20(2): 365-542."	WoRMS:citation:933	urn:lsid:marinespecies.org:taxname:933			
urn:lsid:marinespecies.org:taxname:934	"Pontodoridae BergstrÌ¦m, 1914"	urn:lsid:marinespecies.org:taxname:926	Animalia	Annelida	Polychaeta	Phyllodocida	Pontodoridae		family	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=934	accepted			WoRMS:citation:934	urn:lsid:marinespecies.org:taxname:934			
urn:lsid:marinespecies.org:taxname:938	"Aphroditidae Malmgren, 1867"	urn:lsid:marinespecies.org:taxname:927	Animalia	Annelida	Polychaeta	Phyllodocida	Aphroditidae		family	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=938	accepted		"Malmgren, A. J. 1867. Annulata Polychaeta Spetsbergiae, Groenlandiae, Islandiae et Scandinaviae hactenus cognita. Ex Officina Frenckelliana, Helsingfors. 127pp, & 115 plates"	WoRMS:citation:938	urn:lsid:marinespecies.org:taxname:938			
urn:lsid:marinespecies.org:taxname:939	"Polynoidae Kinberg, 1856"	urn:lsid:marinespecies.org:taxname:927	Animalia	Annelida	Polychaeta	Phyllodocida	Polynoidae		family	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=939	accepted		"Kinberg, J.G.H. (1856). Nya slÌ_gten och arter af Annelider, ÌÐfversigt af Kongl. Vetenskaps-Akademiens FÌ¦rhhandlingar Stockholm, 12 (9-10), 381-388 [read 1855; printed 1856]."	WoRMS:citation:939	urn:lsid:marinespecies.org:taxname:939			
urn:lsid:marinespecies.org:taxname:941	"Pholoidae Kinberg, 1858"	urn:lsid:marinespecies.org:taxname:927	Animalia	Annelida	Polychaeta	Phyllodocida	Pholoidae		family	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=941	accepted		"Kinberg, J. G. H. 1858. Part 3: Annulater. 1-32. Kongliga Svenska Fregatten Eugenies Resa omkring jorden under befal af C.A. Virgin aren 1851-1853. Vetenskapliga Iakttagelser. Almquist & Wicksells. Uppsala & Stockholm."	WoRMS:citation:941	urn:lsid:marinespecies.org:taxname:941			
urn:lsid:marinespecies.org:taxname:942	"Eulepethidae Chamberlin, 1919"	urn:lsid:marinespecies.org:taxname:927	Animalia	Annelida	Polychaeta	Phyllodocida	Eulepethidae		family	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=942	accepted			WoRMS:citation:942	urn:lsid:marinespecies.org:taxname:942			
urn:lsid:marinespecies.org:taxname:943	"Sigalionidae Malmgren, 1867"	urn:lsid:marinespecies.org:taxname:927	Animalia	Annelida	Polychaeta	Phyllodocida	Sigalionidae		family	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=943	accepted		"Malmgren, A. J. 1867. Annulata Polychaeta Spetsbergiae, Groenlandiae, Islandiae et Scandinaviae hactenus cognita. Ex Officina Frenckelliana, Helsingfors. 127pp, & 115 plates"	WoRMS:citation:943	urn:lsid:marinespecies.org:taxname:943			
urn:lsid:marinespecies.org:taxname:944	"Chrysopetalidae Ehlers, 1864"	urn:lsid:marinespecies.org:taxname:928	Animalia	Annelida	Polychaeta	Phyllodocida	Chrysopetalidae		family	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=944	accepted		"Ehlers, E. 1864. Die BorstenwÌ_rmer (Annelida Chaetopoda) nach systematischen und anatomischen Untersuchungen dargestellt. Volume 1. 1-268. Wilhelm Engelmann. Leipzig."	WoRMS:citation:944	urn:lsid:marinespecies.org:taxname:944			
urn:lsid:marinespecies.org:taxname:946	"Hesionidae Grube, 1850"	urn:lsid:marinespecies.org:taxname:928	Animalia	Annelida	Polychaeta	Phyllodocida	Hesionidae		family	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=946	accepted		"Grube, A.E. 1850. Die Familien der Anneliden. Archiv fÌ_r Naturgeschichte, Berlin, 16(1): 249-364."	WoRMS:citation:946	urn:lsid:marinespecies.org:taxname:946			
urn:lsid:marinespecies.org:taxname:948	"Syllidae Grube, 1850"	urn:lsid:marinespecies.org:taxname:928	Animalia	Annelida	Polychaeta	Phyllodocida	Syllidae		family	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=948	accepted		"Grube, A.E. 1850. Die Familien der Anneliden. Archiv fÌ_r Naturgeschichte, Berlin, 16(1): 249-364."	WoRMS:citation:948	urn:lsid:marinespecies.org:taxname:948			
urn:lsid:marinespecies.org:taxname:949	"Calamyzinae Hartmann-SchrÌ¦der, 1971"	urn:lsid:marinespecies.org:taxname:944	Animalia	Annelida	Polychaeta	Phyllodocida	Chrysopetalidae		subfamily	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=949	accepted		"Hartmann-SchrÌ¦der, G. (1971).[use for POLYCHAETA] Annelida, BorstenwÌ_rmer, Polychaeta 1-594. IN: Dahl, Maria and Peus, Fritz (Ed.). Vol. 58. Tierwelt Deutschlands und der angrenzenden Meeresteile nach ihren Maermalen und nach ihrer Lebensweise. Gustav Fischer Verlag. Jena."	WoRMS:citation:949	urn:lsid:marinespecies.org:taxname:949			
urn:lsid:marinespecies.org:taxname:950	Nereidae [auctt.]	urn:lsid:marinespecies.org:taxname:928	Animalia	Annelida	Polychaeta	Phyllodocida	Nereidae		family	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=950	synonym	spelling variation		WoRMS:citation:950	urn:lsid:marinespecies.org:taxname:22496			
urn:lsid:marinespecies.org:taxname:951	"Antonbruunidae Fauchald, 1977"	urn:lsid:marinespecies.org:taxname:928	Animalia	Annelida	Polychaeta	Phyllodocida	Antonbruunidae		family	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=951	accepted		"Fauchald, K. 1977. The polychaete worms, definitions and keys to the orders, families and genera. Natural History Museum of Los Angeles County: Los Angeles, CA (USA) Science Series 28:1-188"	WoRMS:citation:951	urn:lsid:marinespecies.org:taxname:951			
urn:lsid:marinespecies.org:taxname:952	"Glyceridae Grube, 1850"	urn:lsid:marinespecies.org:taxname:929	Animalia	Annelida	Polychaeta	Phyllodocida	Glyceridae		family	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=952	accepted		"Fauchald, K. 1977. The polychaete worms, definitions and keys to the orders, families and genera. Natural History Museum of Los Angeles County: Los Angeles, CA (USA) Science Series 28:1-188"	WoRMS:citation:952	urn:lsid:marinespecies.org:taxname:952			
urn:lsid:marinespecies.org:taxname:953	"Goniadidae Kinberg, 1866"	urn:lsid:marinespecies.org:taxname:929	Animalia	Annelida	Polychaeta	Phyllodocida	Goniadidae		family	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=953	accepted			WoRMS:citation:953	urn:lsid:marinespecies.org:taxname:953			
urn:lsid:marinespecies.org:taxname:954	"Lacydoniidae BergstrÌ¦m, 1914"	urn:lsid:marinespecies.org:taxname:929	Animalia	Annelida	Polychaeta	Phyllodocida	Lacydoniidae		family	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=954	accepted			WoRMS:citation:954	urn:lsid:marinespecies.org:taxname:954			
urn:lsid:marinespecies.org:taxname:956	"Nephtyidae Grube, 1850"	urn:lsid:marinespecies.org:taxname:930	Animalia	Annelida	Polychaeta	Phyllodocida	Nephtyidae		family	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=956	accepted		"Grube, A.E. 1850. Die Familien der Anneliden. Archiv fÌ_r Naturgeschichte, Berlin, 16(1): 249-364."	WoRMS:citation:956	urn:lsid:marinespecies.org:taxname:956			
urn:lsid:marinespecies.org:taxname:957	"Sphaerodoridae Malmgren, 1867"	urn:lsid:marinespecies.org:taxname:930	Animalia	Annelida	Polychaeta	Phyllodocida	Sphaerodoridae		family	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=957	accepted			WoRMS:citation:957	urn:lsid:marinespecies.org:taxname:957			
urn:lsid:marinespecies.org:taxname:958	"Tomopteridae Grube, 1850"	urn:lsid:marinespecies.org:taxname:930	Animalia	Annelida	Polychaeta	Phyllodocida	Tomopteridae		family	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=958	accepted		"Grube, A.E. 1850. Die Familien der Anneliden. Archiv fÌ_r Naturgeschichte, Berlin, 16(1): 249-364."	WoRMS:citation:958	urn:lsid:marinespecies.org:taxname:958			
urn:lsid:marinespecies.org:taxname:959	"Typhloscolecidae Uljanin, 1878"	urn:lsid:marinespecies.org:taxname:930	Animalia	Annelida	Polychaeta	Phyllodocida	Typhloscolecidae		family	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=959	accepted			WoRMS:citation:959	urn:lsid:marinespecies.org:taxname:959			
urn:lsid:marinespecies.org:taxname:960	"Amphinomidae Lamarck, 1818"	urn:lsid:marinespecies.org:taxname:893	Animalia	Annelida	Polychaeta	Amphinomida	Amphinomidae		family	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=960	accepted		"Lamarck, Jean Baptiste de. 1818. [USE FOR POLYCHAETA = Vol. 5. Annelides of ...] Histoire naturelle des Animaux sans VertÌ¬bres, prÌ©sÌ©ntant les caractÌ¬res gÌ©nÌ©raux et particuliers de ces animaux, leur distribution, leurs classes, leurs familles, leurs genres, et la citation des principales espÌ¬ces qui s'y rapportent; precedes d'une Introduction offrant la determination des caracteres essentiels de l`Animal, sa distinction du vegetal et desautres corps naturels, enfin, l'Exposition des Principes fondamentaux de la Zoologie] Paris, Deterville, 612 pp"	WoRMS:citation:960	urn:lsid:marinespecies.org:taxname:960			
urn:lsid:marinespecies.org:taxname:961	"Euphrosinidae Williams, 1852"	urn:lsid:marinespecies.org:taxname:893	Animalia	Annelida	Polychaeta	Amphinomida	Euphrosinidae		family	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=961	accepted		"Williams, Thomas 1852. Report on the British Annelida. Report of the British Association for the Advancement of Science, 1851: 159-272. plates 2-11 [bound at end of volume]"	WoRMS:citation:961	urn:lsid:marinespecies.org:taxname:961			
